,datetime,level_1,0
713,2020-05-04,laboratoire,8.955223880597014
714,2020-05-04,qanon,1.4925373134328357
715,2020-05-05,reseaux_sociaux,50.0
716,2020-05-05,virus,40.0
717,2020-05-05,traitement,10.0
718,2020-05-05,masque,8.0
719,2020-05-05,5g,10.0
720,2020-05-05,bilan,12.0
721,2020-05-05,complot,16.0
722,2020-05-05,experts,6.0
723,2020-05-05,politique,18.0
724,2020-05-05,laboratoire,0.0
725,2020-05-05,qanon,0.0
726,2020-05-06,reseaux_sociaux,60.0
727,2020-05-06,virus,47.27272727272727
728,2020-05-06,traitement,5.454545454545454
729,2020-05-06,masque,3.6363636363636362
730,2020-05-06,5g,14.545454545454545
731,2020-05-06,bilan,5.454545454545454
732,2020-05-06,complot,20.0
733,2020-05-06,experts,21.818181818181817
734,2020-05-06,politique,1.8181818181818181
735,2020-05-06,laboratoire,0.0
736,2020-05-06,qanon,0.0
737,2020-05-07,reseaux_sociaux,68.29268292682927
738,2020-05-07,virus,46.34146341463415
739,2020-05-07,traitement,14.634146341463413
740,2020-05-07,masque,4.878048780487805
741,2020-05-07,5g,0.0
742,2020-05-07,bilan,7.317073170731707
743,2020-05-07,complot,17.073170731707318
744,2020-05-07,experts,14.634146341463413
745,2020-05-07,politique,14.634146341463413
746,2020-05-07,laboratoire,7.317073170731707
747,2020-05-07,qanon,2.4390243902439024
748,2020-05-08,reseaux_sociaux,51.61290322580645
749,2020-05-08,virus,61.29032258064516
750,2020-05-08,traitement,22.58064516129032
751,2020-05-08,masque,0.0
752,2020-05-08,5g,16.129032258064516
753,2020-05-08,bilan,16.129032258064516
754,2020-05-08,complot,9.67741935483871
755,2020-05-08,experts,6.451612903225806
756,2020-05-08,politique,9.67741935483871
757,2020-05-08,laboratoire,3.225806451612903
758,2020-05-08,qanon,0.0
759,2020-05-09,reseaux_sociaux,44.44444444444444
760,2020-05-09,virus,62.96296296296296
761,2020-05-09,traitement,25.925925925925924
762,2020-05-09,masque,7.4074074074074066
763,2020-05-09,5g,7.4074074074074066
764,2020-05-09,bilan,3.7037037037037033
765,2020-05-09,complot,7.4074074074074066
766,2020-05-09,experts,7.4074074074074066
767,2020-05-09,politique,14.814814814814813
768,2020-05-09,laboratoire,11.11111111111111
769,2020-05-09,qanon,7.4074074074074066
770,2020-05-10,reseaux_sociaux,56.81818181818182
771,2020-05-10,virus,25.0
772,2020-05-10,traitement,13.636363636363635
773,2020-05-10,masque,4.545454545454546
774,2020-05-10,5g,2.272727272727273
775,2020-05-10,bilan,6.8181818181818175
776,2020-05-10,complot,15.909090909090908
777,2020-05-10,experts,6.8181818181818175
778,2020-05-10,politique,20.454545454545457
779,2020-05-10,laboratoire,2.272727272727273
780,2020-05-10,qanon,0.0
781,2020-05-11,reseaux_sociaux,65.51724137931035
782,2020-05-11,virus,41.37931034482759
783,2020-05-11,traitement,17.24137931034483
784,2020-05-11,masque,0.0
785,2020-05-11,5g,20.689655172413794
786,2020-05-11,bilan,13.793103448275861
787,2020-05-11,complot,17.24137931034483
788,2020-05-11,experts,17.24137931034483
